stage_id,title,search_id,audit_lane,q1_class,q2_arch,q3_domain,decision_basis,flag_slm_title,flag_dom_title,priority,human_should_be,human_rationale
S4345,VideoTemp-o3: Harmonizing Temporal Grounding and Video Understanding in Agentic Thinking-with-Videos,AX_q3,AX_q3_100,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on improving video understanding and grounding techniques, which are not directly related to disaster, emergency response, mass casualty, or civilian conflict settings. It does not meet the critical mandatory rule for Axis C."
S8033,Peer-Preservation in Frontier Models,AX_q3,AX_q3_100,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper does not focus on a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It discusses misaligned behaviors of AI models in general, which does not meet the Axis C requirement."
S6258,Taint-Style Vulnerability Detection and Confirmation for Node.js Packages Using LLM Agent Reasoning,AX_q3,AX_q3_100,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on code transpilation and software debugging, which are not directly related to disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis settings. It does not meet the Axis C requirement."
S7024,Catalytic Role Of Noise And Necessity Of Inductive Biases In The Emergence Of Compositional Communication,AX_q3,AX_q3_100,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper does not focus on a disaster, emergency response, mass casualty, or civilian conflict setting. It is also not about small or edge language models, but rather about theoretical communication and inductive biases in noisy channels."
S3949,Communication Drives the Emergence of Language Universals in Neural Agents: Evidence from the Word-order/Case-marking Trade-off,AX_q3,AX_q3_100,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper does not focus on a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It discusses the behavior of neural agents in a language learning and communication framework, which does not align with the required context for the review."
S3502,LLM and Agent-Driven Data Analysis: A Systematic Approach for Enterprise Applications and System-level Deployment,AX_q3,AX_q3_100,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on enterprise data analysis applications and system deployment, which does not align with the disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis settings required by the review. Additionally, it does not involve small or edge language models, but rather large language models for enterprise applications, thus failing both Axis A and Axis C."
S6407,Linguistic and Argument Diversity in Synthetic Data for Function-Calling Agents,AX_q3,AX_q3_100,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on synthetic data generation for function-calling agents, which does not align with the disaster, conflict, or emergency response setting required by the review. Additionally, it does not discuss small or edge language models, making it off-topic."
S4056,Multi-Agent Routing and Scheduling Through Coalition Formation,AX_q3,AX_q3_100,no,no,no,E5 no language model involved,False,False,False,correct_OUT,"The paper focuses on a routing and scheduling problem for real-time domains, such as disaster response, but it does not provide any specific application in a disaster, emergency response, mass casualty, or civilian conflict setting. The dataset and test framework use public London Fire Brigade records, but the problem itself is not set in a disaster or conflict context. Therefore, it fails the Axis C requirement."
S7427,Collaborative Decision-Making and the k-Strong Price of Anarchy in Common Interest Games,AX_q3,AX_q3_100,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on collaborative decision-making in multi-agent systems and common interest games, which does not align with the disaster, emergency response, mass casualty, or civilian conflict settings required by the review. Additionally, it does not involve any language models or offline emergency guidance."
S8302,Pair Approximation Meets Reality: Diffusion of Innovation in Organizational Networks within the biased-independence q-Voter Model,AX_q3,AX_q3_100,no,no,no,E5 no language model involved,False,False,False,correct_OUT,"The paper does not focus on a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It discusses agent-based modeling of opinion dynamics and innovation adoption in organizational networks, which does not align with the review's inclusion criteria."
S9767,AdaptiFlow: An Extensible Framework for Event-Driven Autonomy in Cloud Microservices,AX_q3,AX_q3_100,no,no,no,E5 no language model involved,False,False,False,correct_OUT,"The paper focuses on cloud microservices and self-adaptive capabilities, which do not align with the disaster, emergency response, or conflict settings required by the review. It also does not discuss language models or their application in such settings."
S7249,Collective patterns and stable misunderstandings in networks striving for consensus without a common value system,AX_q3,AX_q3_100,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper does not focus on a disaster, emergency response, mass casualty, or civilian conflict setting. It discusses collective phenomena in systems of interacting agents without a shared understanding of signals or a common truth, which does not align with the review's inclusion criteria."
S3031,Self-training Strategies for Sentiment Analysis: An Empirical Study,AX_q1|AX_q5,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on self-training strategies for sentiment analysis, which is not centrally set in a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It is also not related to small or edge language models for offline emergency guidance."
S6197,Benchmarking LLMs and LLM-based Agents in Practical Vulnerability Detection for Code Repositories,AX_q3,AX_q3_100,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on software vulnerability detection in code repositories, which does not align with the disaster, conflict, or emergency response settings required by the review. It also does not involve small or edge language models for offline guidance."
S4505,The Emergence of Wireless MAC Protocols with Multi-Agent Reinforcement Learning,AX_q3,AX_q3_100,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on the development of a multi-agent reinforcement learning framework for medium access control in wireless networks, which does not meet the requirement of being set in a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It also does not involve the use of language models or small/edge models for offline emergency guidance."
S7595,Position Uncertainty in a Sequential Public Goods Game: An Experiment,AX_q3,AX_q3_100,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper does not focus on a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It discusses a theoretical model and experimental results from a public goods game, which is not relevant to the review's context."
S7875,URLB: Unsupervised Reinforcement Learning Benchmark,AX_q3,AX_q3_100,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on unsupervised reinforcement learning and does not address any disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It also does not involve any language models or small/edge models. Therefore, it fails all axes and should be excluded."
