stage_id,source,search_id,title,year,q1_class,q2_arch,q3_domain,e1_nonenglish,e2_doctype,e3_fulltext,e4_largeonly,e5_no_lm,e6_wargame,e7_no_domain,provisional_class,decision_basis,evidence,screener,decision_ts,notes,dedup_status,human_should_be,human_rationale,reviewer,review_date
S1603,openalex,OA_q34,Leveraging Large Language Models as an Interface to Conflict Resolution for Human-AI Alignment in Air Traffic Control,2025,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'Although existing work on CR solvers shows promising results, solvers based on fixed optimization functions are incompatible with the dynamic evolving preferences of ATCOs.'; q3: 'A steep aircraft increase is forecasted in the near future, putting additional strain on en-route air traffic control.'",qwen2.5:7b_temp0_schema_v1,2026-09-09T19:47:50,,canonical,correct_OUT,"The paper does not focus on small or edge language models, nor does it discuss models in disaster, emergency response, or conflict settings. It is primarily about using LLMs for conflict resolution in air traffic control, which is a different domain and application.",,
S4885,arxiv,AX_q3,Automata-Conditioned Cooperative Multi-Agent Reinforcement Learning,2025,no,no,no,0.0,0.0,,0.0,1.0,0.0,1.0,OUT,E5 no language model involved,"q5_no_lm: no language model is involved at all (pure RL, computer vision, sensors, routing, optimization).",qwen2.5:7b_temp0_schema_v1,2026-09-10T03:38:08,,canonical,correct_OUT,"The paper does not address any of the specified domains (disaster, emergency response, mass casualty, civilian conflict/war humanitarian settings) and does not discuss language models or their application in offline emergency guidance. It focuses on multi-agent reinforcement learning for cooperative tasks, which is outside the scope of the systematic review.",,
S9574,arxiv,AX_q3,Counterfactual rewards promote collective transport using individually controlled swarm microrobots,2024,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,q1: '...'; q2: '...'; q3: '...';,qwen2.5:7b_temp0_schema_v1,2026-09-10T14:03:43,,canonical,correct_OUT,"The paper does not address any of the axes A, B, or C. It is focused on swarm robotics and reinforcement learning for microrobots, which is not related to language models, emergency guidance, or disaster/conflict settings.",,
S11785,arxiv,AX_q5,ImPart: Importance-Aware Delta-Sparsification for Improved Model Compression and Merging in LLMs,2025,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,q1: 'delta compression has emerged as a method to mitigate the resource challenges of deploying numerous such models'; q3: 'Experiments show that ImPart achieves state-of-the-art delta sparsification performance',qwen2.5:7b_temp0_schema_v1,2026-09-10T19:15:06,,canonical,correct_OUT,"The paper focuses on model compression techniques for large language models, which does not align with the criteria of Axis A (Small, edge, quantized, distilled, on-device LLM) or Axis B (Agentic, RAG, multi-agent, tool-use, or state-machine pipeline) as it does not discuss the use of small or edge models or their application in disaster or emergency response settings. It is purely technical and off-topic for the review.",,
S10387,arxiv,AX_q5,Differentially Private and Communication Efficient Large Language Model Split Inference via Stochastic Quantization and Soft Prompt,2026,no,no,no,0.0,0.0,,1.0,0.0,0.0,1.0,OUT,E4 large-model-only (no smaller variant deployed/compared),"q4: 'The enormous computational demands, however, hinder the local deployment on devices with limited resources.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T15:16:44,,canonical,correct_OUT,"The paper does not discuss models that are small, edge, quantized, distilled, or on-device. It focuses on large language models and privacy-preserving techniques for inference, which does not align with the specified axes A, B, or C.",,
S3069,arxiv,AX_q1,Recursive Offloading for LLM Serving in Multi-tier Networks,2025,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'on-device deployment supports only lightweight LLMs due to hardware constraints'; q3: 'To further enable intelligent task routing across tiers, RecServe employs a sliding-window-based dynamic offloading strategy with quantile interpolation'",qwen2.5:7b_temp0_schema_v1,2026-09-09T21:56:07,,canonical,correct_OUT,"The paper focuses on the efficient coordination of inference tasks in multi-tier networks, specifically addressing the challenges of on-device and cloud-centric LLM deployments. It does not discuss any small or edge LLMs, nor does it address any disaster or emergency response domains. The architecture described is basic and not aligned with the specific requirements of Axis A or C.",,
S7625,arxiv,AX_q3,The Work Capacity of Channels with Memory: Maximum Extractable Work in Percept-Action Loops,2025,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,q1: '...'; q2: '...'; q3: '...';,qwen2.5:7b_temp0_schema_v1,2026-09-10T08:16:00,,canonical,correct_OUT,"The paper does not discuss any language models, small or otherwise, and is focused on the thermodynamics of information processing in percept-action loops. It does not fall under the domain of disaster, emergency response, or conflict settings, and does not involve any language model architectures or comparisons.",,
S11990,arxiv,AX_q5,SPPD: Self-training with Process Preference Learning Using Dynamic Value Margin,2025,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,q1: '... without any distillation from other models.'; q3: '... on 7B-scale models demonstrate superior performance across in-domain and out-domain mathematical benchmarks.',qwen2.5:7b_temp0_schema_v1,2026-09-10T19:36:02,,canonical,correct_OUT,"The paper focuses on enhancing the numerical and logical reasoning capabilities of Large Language Models (LLMs) and does not address small or edge models. It also does not pertain to any disaster or emergency response domain, making it irrelevant to the systematic review's focus.",,
S2021,openalex,AX_q3|OA_q34,RGMem: Renormalization Group-inspired Memory Evolution for Language Agents,2025,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,q1: '...'; q2: '...'; q3: '...' ,qwen2.5:7b_temp0_schema_v1,2026-09-09T20:25:01,,canonical,correct_OUT,"The paper does not address the use of small or edge language models, nor does it focus on disaster or conflict settings. It is primarily about improving conversational agents through a new memory framework.",,
S11381,arxiv,AX_q5,"Scaling Down, Serving Fast: Compressing and Deploying Efficient LLMs for Recommendation Systems",2025,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,q1: 'We focus on two key techniques: (1) knowledge distillation and (2) model compression via structured pruning and quantization.',qwen2.5:7b_temp0_schema_v1,2026-09-10T18:35:12,,canonical,correct_OUT,"The paper focuses on large language models (LLMs) for recommendation systems, which does not align with the disaster or emergency response domain (Axis C). Additionally, the paper does not discuss small or edge language models, making it irrelevant to the primary focus of the systematic review.",,
S9345,arxiv,AX_q3,Mitochondrial mechanics nucleates axonal jamming and swelling,2026,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'Mitochondrial mechanics nucleates axonal jamming and swelling'; q3: 'Together, these results establish a physical framework linking mitochondrial dynamics to axonal integrity and provide testable predictions for how dysregulated fission-fusion balance can drive transport failure and structural pathology in neurons.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T13:43:34,,canonical,correct_OUT,"The paper does not relate to any of the specified domains (disaster, emergency response, mass casualty, civilian conflict/war humanitarian settings) and does not discuss language models or small models. It is purely off-topic.",,
S1784,openalex,OA_q34,Probe Before You Edit: Probing-Guided Molecular Optimization for LLM Agents in Structure-Based Drug Design,2026,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'Structure-based drug design increasingly employs LLM agents to iteratively refine ligands against a target pocket'; q3: 'On the CrossDocked2020 benchmark, PROBE achieves state-of-the-art performance and substantially mitigates the failure modes exposed by our diagnostics metrics.'",qwen2.5:7b_temp0_schema_v1,2026-09-09T20:03:39,,canonical,correct_OUT,"The paper focuses on structure-based drug design and optimization techniques for LLM agents, which is not related to the disaster, emergency response, or conflict settings (Axis C). It also does not discuss the use of small or edge language models (Axis A) or any specific architectural approach (Axis B) relevant to the review's focus.",,
S2003,openalex,OA_q34,Don't Trust Generative Agents to Mimic Communication on Social Networks Unless You Benchmarked their Empirical Realism,2025,no,no,no,0.0,0.0,,1.0,0.0,0.0,1.0,OUT,E4 large-model-only (no smaller variant deployed/compared),e4: 'We focus on replicating the behavior of social network users with the use of LLMs for the analysis of communication on social networks.',qwen2.5:7b_temp0_schema_v1,2026-09-09T20:23:27,,canonical,correct_OUT,"The paper does not focus on small or edge language models, nor does it discuss models in the context of disaster, emergency response, or conflict settings. It is primarily about the validation of generative agents in social network simulations.",,
S6729,arxiv,AX_q3,Coordination of Drones at Scale: Decentralized Energy-aware Swarm Intelligence for Spatio-temporal Sensing,2022,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q3: 'smart city applications, such as traffic monitoring and disaster response'",qwen2.5:7b_temp0_schema_v1,2026-09-10T06:38:20,,canonical,correct_OUT,"The paper focuses on smart city applications, traffic monitoring, and drone coordination, which do not align with the disaster or conflict settings (Axis C). Additionally, there is no mention of language models (Axis A) or specific architectures (Axis B) relevant to the review's focus.",,
S7055,arxiv,AX_q3,"Vision-and-Language Navigation for UAVs: Progress, Challenges, and a Research Roadmap",2026,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q2: 'agentic systems driven by large foundation models, including Vision-Language Models (VLMs), Vision-Language-Action (VLA) models, and the emerging integration of generative world models with VLA architectures for physically-grounded reasoning.' q3: 'By synthesizing current benchmarks and limitations, this survey concludes by proposing a forward-looking research roadmap to guide future inquiry into key frontiers such as multi-agent swarm coordination and air-ground collaborative robotics.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T07:08:13,,canonical,correct_OUT,The paper focuses on Vision-and-Language Navigation for UAVs and does not address small or edge language models (Axis A) for disaster or emergency response settings (Axis C). It is purely off-topic.,,
S7931,arxiv,AX_q3,No-Regret Learning and Equilibrium Computation in Quantum Games,2023,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,q1: 'no-regret algorithms to update their behaviors over time.'; q3: 'no-regret learning. ',qwen2.5:7b_temp0_schema_v1,2026-09-10T08:44:07,,canonical,correct_OUT,"The paper focuses on quantum games and no-regret learning algorithms, which are not related to language models, emergency guidance, or disaster/conflict settings. It does not fit any of the required axes (A, B, or C).",,
S4329,arxiv,AX_q3,Emergent Communication under Competition,2021,no,no,no,0.0,0.0,,0.0,0.0,1.0,1.0,OUT,"E6 wargame/military-tactical central, no humanitarian component",e6_wargame: 'military wargaming / combat effectiveness / tactical military operations is the central framing AND there is no civilian humanitarian or casualty-care guidance component.',qwen2.5:7b_temp0_schema_v1,2026-09-10T02:51:23,,canonical,correct_OUT,"The paper does not discuss any language models, small or otherwise, and is focused on communication between competitive agents in a game-theoretic setting. It does not fall under the domain of disaster, emergency response, or conflict settings, and thus is correctly excluded.",,
